nome,latitude,longitude,cep,estado,uf
André da Rocha,"-28,5883","-51,4998",95310-000,Rio Grande do Sul,RS
Anta Gorda,"-28,9684","-51,9711",95980-000,Rio Grande do Sul,RS
Antônio Prado,"-28,8732","-51,3174",95250-000,Rio Grande do Sul,RS
Arambaré,"-30,9133","-51,5561",96178-000,Rio Grande do Sul,RS
Araricá,"-29,6499","-50,9335",93880-000,Rio Grande do Sul,RS
Aratiba,"-27,3771","-52,2901",99770-000,Rio Grande do Sul,RS
Arroio do Meio,"-29,3697","-51,9682",95940-000,Rio Grande do Sul,RS
Arroio do Padre,"-31,442778","-52,421944",95585-000,Rio Grande do Sul,RS
Arroio do Sal,"-29,5293","-49,8915",95585-000,Rio Grande do Sul,RS
Arroio do Tigre,"-29,2621","-53,0606",96950-000,Rio Grande do Sul,RS
Arroio dos Ratos,"-30,2121","-51,7305",96740-000,Rio Grande do Sul,RS
Arroio Grande,"-32,1795","-52,8665",96330-000,Rio Grande do Sul,RS
Arvorezinha,"-28,8697","-52,1963",95995-000,Rio Grande do Sul,RS
Augusto Pestana,"-28,516944","-53,991944",95995-000,Rio Grande do Sul,RS
Áurea,"-27,6954","-52,0656",99835-000,Rio Grande do Sul,RS
Bagé,"-31,330833","-54,106944",99835-000,Rio Grande do Sul,RS
Balneário Pinhal,"-30,2128","-50,2931",95599-000,Rio Grande do Sul,RS
Barão,"-29,3964","-51,5462",95730-000,Rio Grande do Sul,RS
Barão de Cotegipe,"-27,620833","-52,38",95730-000,Rio Grande do Sul,RS
Barão do Triunfo,"-30,3926","-51,7949",96735-000,Rio Grande do Sul,RS
Barra do Guarita,"-27,2174","-53,7646",98530-000,Rio Grande do Sul,RS
Barra do Quaraí,"-30,1745","-57,3101",97538-000,Rio Grande do Sul,RS
Barra do Ribeiro,"-30,3444","-51,3612",96790-000,Rio Grande do Sul,RS
Barra do Rio Azul,"-27,3985","-52,4089",99795-000,Rio Grande do Sul,RS
Barra Funda,"-27,9156","-53,0329",99585-000,Rio Grande do Sul,RS
Barracão,"-27,7373","-51,4423",95370-000,Rio Grande do Sul,RS
Barros Cassal,"-29,1353","-52,5751",99360-000,Rio Grande do Sul,RS
Benjamin Constant do Sul,"-27,4873","-52,6547",99650-000,Rio Grande do Sul,RS
Bento Gonçalves,"-29,0996","-51,5434",95700-000,Rio Grande do Sul,RS
Boa Vista das Missões,"-27,6924","-53,3525",98335-000,Rio Grande do Sul,RS
Boa Vista do Buricá,"-27,6802","-54,1093",98918-000,Rio Grande do Sul,RS
Boa Vista do Cadeado,"-28,606944","-53,815",98918-000,Rio Grande do Sul,RS
Boa Vista do Incra,"-28,818889","-53,386944",98918-000,Rio Grande do Sul,RS
Boa Vista do Sul,"-29,342","-51,6808",95727-000,Rio Grande do Sul,RS
Bom Jesus,"-28,667778","-50,416944",95727-000,Rio Grande do Sul,RS
Bom Princípio,"-29,4617","-51,364",95765-000,Rio Grande do Sul,RS
Bom Progresso,"-27,5422","-53,8289",98575-000,Rio Grande do Sul,RS
Bom Retiro do Sul,"-29,6356","-51,911",95870-000,Rio Grande do Sul,RS
Boqueirão do Leão,"-29,3125","-52,3984",95920-000,Rio Grande do Sul,RS
Bossoroca,"-28,6711","-54,9619",97850-000,Rio Grande do Sul,RS
Bozano,"-28,367778","-53,770833",97850-000,Rio Grande do Sul,RS
Braga,"-27,5722","-53,7621",98560-000,Rio Grande do Sul,RS
Brochier,"-29,5482","-51,6115",95790-000,Rio Grande do Sul,RS
Butiá,"-30,2053","-52,0066",96750-000,Rio Grande do Sul,RS
Caçapava do Sul,"-30,61","-53,4723",96570-000,Rio Grande do Sul,RS
Cacequi,"-29,9082","-54,7923",97450-000,Rio Grande do Sul,RS
Cachoeira do Sul,"-30,2081","-52,9707",96500-000,Rio Grande do Sul,RS
Cachoeirinha,"-29,950833","-51,093889",96500-000,Rio Grande do Sul,RS
Cacique Doble,"-27,8173","-51,6827",99860-000,Rio Grande do Sul,RS
Caibaté,"-28,287778","-54,637778",99860-000,Rio Grande do Sul,RS
Caiçara,"-27,2483","-53,4582",98440-000,Rio Grande do Sul,RS
Camaquã,"-30,9196","-51,853",96180-000,Rio Grande do Sul,RS
Camargo,"-28,6144","-52,2199",99165-000,Rio Grande do Sul,RS
Cambará do Sul,"-29,0673","-50,1185",95480-000,Rio Grande do Sul,RS
Campestre da Serra,"-28,7064","-51,1192",95255-000,Rio Grande do Sul,RS
Campina das Missões,"-27,9873","-54,8302",98975-000,Rio Grande do Sul,RS
Campinas do Sul,"-27,715833","-52,627778",98975-000,Rio Grande do Sul,RS
